jfid;jlid;nemz;pa;pf;po;pk;pl;pm;pn
43416;9;5;'1';'1';'0';'1';'0';'0';'1'
43420;13;13;'1';'0';'0';'0';'0';'0';'0'
43422;5;7;'1';'0';'0';'0';'0';'0';'0'
43422;9;5;'3';'3';'0';'3';'0';'0';'3'
43424;5;7;'3';'3';'0';'3';'0';'2';'1'
43424;9;5;'1';'1';'0';'1';'0';'0';'1'
43426;9;5;'2';'2';'0';'2';'0';'0';'2'
43432;9;5;'1';'1';'0';'1';'0';'0';'1'
43432;33;6;'1';'1';'0';'1';'0';'0';'1'
43434;9;5;'1';'1';'0';'1';'0';'0';'1'
43436;9;5;'3';'3';'0';'3';'0';'0';'3'
43438;9;5;'18';'16';'0';'16';'0';'1';'15'
43440;9;5;'6';'5';'0';'5';'0';'0';'5'
43442;9;5;'38';'30';'0';'30';'0';'20';'10'
43444;9;5;'16';'12';'0';'12';'0';'5';'7'
43446;5;7;'3';'1';'0';'1';'0';'0';'1'
43446;9;5;'1';'1';'0';'1';'0';'0';'1'
43448;5;7;'69';'19';'0';'19';'0';'5';'14'
43448;9;5;'3';'3';'0';'3';'0';'0';'3'
43450;5;7;'28';'5';'0';'5';'0';'0';'5'
43450;9;5;'7';'5';'0';'5';'0';'0';'5'
43454;5;7;'1';'0';'0';'0';'0';'0';'0'
43458;5;7;'3';'2';'0';'2';'0';'0';'2'
43472;5;7;'1';'0';'0';'0';'0';'0';'0'
43478;9;5;'1';'1';'0';'1';'0';'0';'1'
43480;5;7;'1';'0';'0';'0';'0';'0';'0'
43484;9;5;'1';'0';'0';'0';'0';'0';'0'
43492;5;7;'1';'0';'0';'0';'0';'0';'0'
43493;5;7;'1';'0';'0';'0';'0';'0';'0'
43495;5;7;'9';'2';'0';'2';'0';'0';'2'
43495;11;10;'1';'1';'0';'1';'0';'0';'1'
43500;9;5;'1';'0';'0';'0';'0';'0';'0'
43510;5;7;'1';'1';'0';'1';'0';'0';'1'
43526;5;7;'1';'0';'0';'0';'0';'0';'0'
43532;5;7;'1';'0';'0';'0';'0';'0';'0'
43540;11;10;'1';'0';'0';'0';'0';'0';'0'
43544;11;10;'3';'0';'0';'0';'0';'0';'0'
43552;6;3;'2';'2';'0';'2';'0';'0';'2'
43552;9;5;'49';'46';'0';'46';'0';'2';'44'
43554;9;5;'36';'33';'0';'33';'0';'4';'29'
43556;9;5;'31';'25';'0';'25';'0';'0';'25'
43564;11;10;'5';'4';'0';'4';'0';'1';'3'
43564;19;8;'12';'9';'0';'9';'0';'0';'9'
43566;11;10;'9';'8';'0';'8';'0';'0';'8'
43566;19;8;'10';'10';'0';'10';'0';'2';'8'
43568;11;10;'7';'1';'0';'1';'0';'0';'1'
43568;19;8;'13';'5';'0';'5';'0';'0';'5'
43570;11;10;'7';'7';'0';'7';'0';'3';'4'
43570;19;8;'8';'5';'0';'5';'0';'1';'4'
43572;11;10;'21';'13';'0';'13';'0';'1';'12'
43572;19;8;'16';'14';'0';'14';'0';'2';'12'
43574;5;7;'1';'0';'0';'0';'0';'0';'0'
43574;9;5;'1';'0';'0';'0';'0';'0';'0'
43574;11;10;'4';'2';'0';'2';'0';'1';'1'
43574;19;8;'9';'6';'0';'6';'0';'0';'6'
43577;9;5;'67';'47';'0';'47';'0';'5';'42'
43580;9;5;'1';'1';'0';'1';'0';'0';'1'
43580;10;11;'22';'19';'0';'19';'0';'0';'19'
43582;10;11;'7';'7';'0';'7';'0';'1';'6'
43584;10;11;'2';'2';'0';'2';'0';'0';'2'
43589;9;5;'32';'26';'0';'26';'0';'5';'21'
43596;3;9;'1';'0';'0';'0';'0';'0';'0'
43598;3;9;'4';'1';'0';'1';'0';'0';'1'
43600;5;7;'4';'4';'0';'4';'0';'0';'4'
43602;5;7;'1';'0';'0';'0';'0';'0';'0'
43604;9;5;'1';'1';'0';'1';'0';'0';'1'
43607;2;2;'19';'15';'0';'15';'0';'4';'11'
43612;9;5;'3';'1';'0';'1';'0';'0';'1'
43614;5;7;'2';'2';'0';'2';'0';'0';'2'
43614;9;5;'1';'0';'0';'0';'0';'0';'0'
43616;5;7;'1';'0';'0';'0';'0';'0';'0'
43616;9;5;'2';'2';'0';'2';'0';'0';'2'
43618;9;5;'3';'2';'0';'2';'0';'0';'2'
43620;9;5;'5';'5';'0';'5';'0';'0';'5'
43622;9;5;'3';'2';'0';'2';'0';'0';'2'
43624;2;2;'1';'1';'0';'1';'0';'0';'1'
43624;9;5;'4';'4';'0';'4';'0';'0';'4'
43626;5;7;'0';'0';'0';'0';'0';'0';'0'
43626;9;5;'0';'0';'0';'0';'0';'0';'0'
43626;19;8;'0';'0';'0';'0';'0';'0';'0'
43628;9;5;'1';'1';'0';'1';'0';'0';'1'
43628;33;6;'1';'1';'0';'1';'0';'0';'1'
43630;9;5;'4';'4';'0';'4';'0';'1';'3'
43632;9;5;'2';'1';'0';'1';'0';'0';'1'
43634;9;5;'7';'7';'0';'7';'0';'0';'7'
43640;5;7;'1';'0';'0';'0';'0';'0';'0'
43646;9;5;'1';'1';'0';'1';'0';'0';'1'
43654;9;5;'4';'3';'0';'3';'0';'0';'3'
43658;3;9;'1';'0';'0';'0';'0';'0';'0'
43660;3;9;'9';'7';'0';'5';'-2';'0';'5'
43660;9;5;'1';'1';'0';'1';'0';'0';'1'
43662;9;5;'1';'1';'0';'1';'0';'0';'1'
43672;3;9;'2';'2';'0';'0';'-2';'0';'0'
43676;3;9;'1';'1';'0';'1';'0';'0';'1'
43678;3;9;'1';'1';'0';'1';'0';'0';'1'
43680;3;9;'1';'1';'0';'1';'0';'0';'1'
43682;3;9;'1';'1';'0';'1';'0';'1';'0'
43682;9;5;'1';'0';'0';'0';'0';'0';'0'
43688;3;9;'1';'1';'0';'1';'0';'0';'1'
43688;5;7;'1';'1';'0';'1';'0';'0';'1'
43690;3;9;'1';'0';'0';'0';'0';'0';'0'
43692;3;9;'3';'3';'0';'3';'0';'2';'1'
43692;9;5;'1';'0';'0';'0';'0';'0';'0'
43694;5;7;'1';'1';'0';'1';'0';'0';'1'
43694;9;5;'1';'1';'0';'1';'0';'0';'1'
43696;3;9;'1';'1';'0';'1';'0';'0';'1'
43696;9;5;'1';'1';'0';'1';'0';'0';'1'
43698;3;9;'3';'3';'0';'3';'0';'3';'0'
43698;9;5;'1';'1';'0';'1';'0';'1';'0'
43700;3;9;'2';'2';'0';'2';'0';'2';'0'
43700;9;5;'1';'1';'0';'1';'0';'0';'1'
43704;3;9;'1';'1';'0';'1';'0';'0';'1'
43708;3;9;'2';'1';'0';'1';'0';'0';'1'
43710;3;9;'1';'1';'0';'1';'0';'0';'1'
43712;2;2;'1';'1';'0';'1';'0';'0';'1'
43714;9;5;'6';'5';'0';'5';'0';'1';'4'
43716;7;4;'1';'1';'0';'1';'0';'0';'1'
43716;9;5;'4';'4';'0';'4';'0';'0';'4'
43720;3;9;'1';'1';'0';'1';'0';'0';'1'
43720;5;7;'1';'1';'0';'1';'0';'0';'1'
43720;10;11;'1';'1';'0';'1';'0';'0';'1'
43720;11;10;'1';'1';'0';'1';'0';'0';'1'
43722;2;2;'1';'0';'0';'0';'0';'0';'0'
43722;17;1;'1';'1';'0';'1';'0';'0';'1'
43724;9;5;'1';'1';'0';'1';'0';'0';'1'
43726;9;5;'2';'2';'0';'2';'0';'0';'2'
43728;2;2;'2';'1';'0';'1';'0';'0';'1'
43730;3;9;'1';'0';'0';'0';'0';'0';'0'
43732;5;7;'1';'0';'0';'0';'0';'0';'0'
43734;9;5;'1';'1';'0';'1';'0';'0';'1'
43736;5;7;'1';'0';'0';'0';'0';'0';'0'
43736;9;5;'3';'3';'0';'3';'0';'0';'3'
43736;33;6;'1';'1';'0';'1';'0';'0';'1'
43738;3;9;'2';'2';'0';'2';'0';'0';'2'
43740;6;3;'1';'1';'0';'1';'0';'0';'1'
43740;9;5;'3';'1';'0';'1';'0';'0';'1'
43740;10;11;'1';'1';'0';'1';'0';'0';'1'
43744;2;2;'1';'1';'0';'1';'0';'0';'1'
43748;5;7;'1';'0';'0';'0';'0';'0';'0'
43750;13;13;'1';'1';'0';'1';'0';'0';'1'
43750;33;6;'1';'1';'0';'1';'0';'0';'1'
43754;9;5;'1';'1';'0';'1';'0';'1';'0'
43754;33;6;'1';'1';'0';'1';'0';'0';'1'
43756;13;13;'1';'0';'0';'0';'0';'0';'0'
43758;33;6;'2';'2';'0';'2';'0';'0';'2'
43760;11;10;'6';'5';'0';'5';'0';'0';'5'
43762;33;6;'1';'1';'0';'1';'0';'1';'0'
43764;7;4;'1';'1';'0';'1';'0';'0';'1'
43764;9;5;'2';'2';'0';'2';'0';'0';'2'
43766;5;7;'1';'0';'0';'0';'0';'0';'0'
43766;9;5;'1';'1';'0';'1';'0';'0';'1'
43768;9;5;'1';'0';'0';'0';'0';'0';'0'
43768;11;10;'1';'0';'0';'0';'0';'0';'0'
43768;33;6;'2';'2';'0';'0';'-2';'0';'0'
43770;9;5;'1';'1';'0';'1';'0';'0';'1'
43770;10;11;'1';'1';'0';'1';'0';'0';'1'
43770;11;10;'3';'1';'0';'1';'0';'0';'1'
43772;9;5;'1';'1';'0';'1';'0';'0';'1'
43772;13;13;'1';'1';'0';'1';'0';'0';'1'
43772;33;6;'1';'1';'0';'1';'0';'0';'1'
43774;9;5;'1';'1';'0';'1';'0';'0';'1'
43776;9;5;'1';'1';'0';'1';'0';'0';'1'
43776;33;6;'1';'1';'0';'1';'0';'0';'1'
43780;10;11;'1';'1';'0';'1';'0';'0';'1'
43784;11;10;'1';'0';'0';'0';'0';'0';'0'
43786;7;4;'1';'0';'0';'0';'0';'0';'0'
43786;13;13;'1';'0';'0';'0';'0';'0';'0'
43790;9;5;'1';'1';'0';'1';'0';'0';'1'
43790;33;6;'1';'1';'0';'1';'0';'0';'1'
43794;33;6;'1';'0';'0';'0';'0';'0';'0'
43796;9;5;'1';'1';'0';'1';'0';'0';'1'
43798;5;7;'1';'1';'0';'1';'0';'0';'1'
43798;17;1;'1';'1';'0';'1';'0';'0';'1'
43800;10;11;'1';'1';'0';'1';'0';'0';'1'
43802;3;9;'1';'1';'0';'0';'-1';'0';'0'
43802;5;7;'2';'0';'0';'0';'0';'0';'0'
43802;9;5;'1';'1';'0';'1';'0';'0';'1'
43802;13;13;'1';'1';'0';'1';'0';'0';'1'
43806;3;9;'1';'1';'0';'1';'0';'0';'1'
43810;2;2;'1';'1';'0';'1';'0';'0';'1'
43812;5;7;'5';'1';'0';'1';'0';'0';'1'
43814;7;4;'1';'1';'0';'1';'0';'0';'1'
43814;13;13;'1';'1';'0';'0';'-1';'0';'0'
43818;9;5;'1';'1';'0';'1';'0';'0';'1'
43818;17;1;'1';'0';'0';'0';'0';'0';'0'
43820;5;7;'1';'1';'0';'1';'0';'0';'1'
43822;7;4;'1';'1';'0';'1';'0';'1';'0'
43826;13;13;'3';'1';'0';'0';'-1';'0';'0'
43828;9;5;'1';'1';'0';'1';'0';'0';'1'
43830;9;5;'1';'1';'0';'1';'0';'0';'1'
43830;33;6;'1';'0';'0';'0';'0';'0';'0'
43832;9;5;'1';'1';'0';'1';'0';'0';'1'
43834;9;5;'1';'0';'0';'0';'0';'0';'0'
43834;13;13;'1';'1';'0';'1';'0';'0';'1'
43836;5;7;'1';'0';'0';'0';'0';'0';'0'
43836;7;4;'1';'1';'0';'1';'0';'0';'1'
43836;9;5;'1';'1';'0';'1';'0';'1';'0'
43838;9;5;'14';'13';'0';'13';'0';'1';'12'
43840;9;5;'28';'27';'0';'27';'0';'3';'24'
43840;17;1;'1';'1';'0';'1';'0';'1';'0'
43840;19;8;'2';'2';'0';'2';'0';'0';'2'
43842;9;5;'18';'16';'0';'16';'0';'2';'14'
43842;17;1;'4';'3';'0';'3';'0';'0';'3'
43844;5;7;'2';'2';'0';'2';'0';'0';'2'
43844;9;5;'17';'15';'0';'14';'-1';'0';'14'
43844;13;13;'1';'0';'0';'0';'0';'0';'0'
43846;5;7;'1';'1';'0';'1';'0';'0';'1'
43846;9;5;'7';'6';'0';'6';'0';'1';'5'
43848;9;5;'18';'17';'0';'17';'0';'0';'17'
43850;9;5;'21';'19';'0';'20';'1';'1';'19'
43852;9;5;'21';'19';'0';'19';'0';'3';'16'
43854;9;5;'54';'45';'0';'44';'-1';'8';'36'
43854;17;1;'2';'2';'0';'2';'0';'0';'2'
43856;9;5;'24';'19';'0';'19';'0';'4';'15'
43858;5;7;'2';'0';'0';'0';'0';'0';'0'
43858;9;5;'23';'22';'0';'22';'0';'2';'20'
43860;5;7;'1';'1';'0';'1';'0';'1';'0'
43860;9;5;'13';'10';'0';'10';'0';'0';'10'
43860;13;13;'4';'0';'0';'0';'0';'0';'0'
43860;17;1;'1';'1';'0';'1';'0';'0';'1'
43862;9;5;'17';'15';'0';'15';'0';'3';'12'
43864;9;5;'7';'6';'1';'5';'-1';'0';'5'
43864;17;1;'2';'2';'0';'2';'0';'0';'2'
43866;5;7;'4';'2';'0';'2';'0';'1';'1'
43866;7;4;'1';'1';'0';'1';'0';'0';'1'
43866;9;5;'2';'2';'0';'2';'0';'0';'2'
43868;5;7;'1';'0';'0';'0';'0';'0';'0'
43870;9;5;'16';'16';'0';'16';'0';'0';'16'
43874;9;5;'1';'1';'0';'1';'0';'0';'1'
43876;5;7;'110';'80';'0';'80';'0';'12';'68'
43880;9;5;'8';'7';'0';'7';'0';'1';'6'
43884;6;3;'1';'1';'0';'1';'0';'0';'1'
43884;9;5;'1';'1';'0';'1';'0';'0';'1'
43886;5;7;'1';'0';'0';'0';'0';'0';'0'
43886;9;5;'135';'117';'0';'117';'0';'13';'104'
43890;5;7;'21';'10';'0';'10';'0';'0';'10'
43894;5;7;'41';'19';'0';'18';'-1';'2';'16'
43897;5;7;'15';'2';'0';'2';'0';'1';'1'
43904;5;7;'2';'0';'0';'0';'0';'0';'0'
43906;9;5;'53';'43';'0';'43';'0';'1';'42'
43908;5;7;'4';'3';'0';'3';'0';'0';'3'
43908;6;3;'1';'0';'0';'0';'0';'0';'0'
43908;9;5;'1';'1';'0';'1';'0';'0';'1'
43910;9;5;'5';'3';'0';'3';'0';'0';'3'
43910;11;10;'1';'1';'0';'1';'0';'1';'0'
43912;9;5;'1';'0';'0';'0';'0';'0';'0'
43914;6;3;'2';'2';'0';'2';'0';'0';'2'
43914;9;5;'2';'2';'0';'2';'0';'1';'1'
43916;5;7;'81';'51';'0';'49';'-2';'23';'26'
43916;9;5;'26';'25';'0';'25';'0';'2';'23'
43920;9;5;'29';'27';'0';'27';'0';'1';'26'
43922;9;5;'1';'1';'0';'1';'0';'1';'0'
43924;5;7;'1';'0';'0';'0';'0';'0';'0'
43924;9;5;'57';'45';'0';'45';'0';'0';'45'
43926;6;3;'2';'2';'0';'2';'0';'0';'2'
43926;9;5;'54';'47';'0';'47';'0';'7';'40'
43928;5;7;'1';'0';'0';'0';'0';'0';'0'
43932;5;7;'30';'22';'0';'22';'0';'7';'15'
43934;9;5;'3';'3';'0';'3';'0';'0';'3'
43936;5;7;'4';'2';'0';'2';'0';'0';'2'
43938;5;7;'39';'25';'0';'25';'0';'9';'16'
43940;9;5;'9';'7';'0';'7';'0';'0';'7'
43942;9;5;'1';'1';'0';'1';'0';'0';'1'
43946;9;5;'47';'39';'0';'39';'0';'7';'32'
43948;5;7;'1';'1';'0';'1';'0';'0';'1'
43950;5;7;'18';'9';'0';'9';'0';'0';'9'
43952;6;3;'1';'1';'0';'1';'0';'0';'1'
43952;9;5;'67';'60';'0';'60';'0';'6';'54'
43954;9;5;'75';'68';'0';'68';'0';'3';'65'
43956;9;5;'85';'72';'0';'72';'0';'3';'69'
43958;6;3;'1';'1';'0';'1';'0';'0';'1'
43958;9;5;'62';'54';'0';'54';'0';'4';'50'
43960;5;7;'10';'5';'0';'5';'0';'0';'5'
43960;9;5;'33';'29';'0';'30';'1';'5';'25'
43962;5;7;'6';'5';'0';'5';'0';'0';'5'
43962;9;5;'15';'11';'0';'11';'0';'1';'10'
43966;9;5;'1';'1';'0';'1';'0';'0';'1'
43968;5;7;'24';'11';'0';'11';'0';'4';'7'
43972;5;7;'42';'30';'0';'30';'0';'22';'8'
43974;9;5;'1';'1';'0';'1';'0';'0';'1'
43980;9;5;'2';'1';'0';'1';'0';'0';'1'
43982;9;5;'2';'2';'0';'2';'0';'0';'2'
43984;9;5;'2';'1';'0';'1';'0';'0';'1'
43986;9;5;'5';'4';'0';'4';'0';'0';'4'
43988;9;5;'4';'2';'0';'2';'0';'0';'2'
43988;10;11;'1';'1';'0';'1';'0';'1';'0'
43990;9;5;'5';'5';'0';'5';'0';'2';'3'
43992;5;7;'1';'0';'0';'0';'0';'0';'0'
43992;9;5;'4';'4';'0';'4';'0';'1';'3'
43994;9;5;'7';'7';'0';'7';'0';'1';'6'
43996;9;5;'1';'1';'0';'1';'0';'0';'1'
43998;9;5;'3';'3';'0';'3';'0';'1';'2'
43998;10;11;'2';'2';'0';'2';'0';'0';'2'
44000;9;5;'0';'0';'0';'0';'0';'0';'0'
44000;10;11;'0';'0';'0';'0';'0';'0';'0'
44002;9;5;'2';'0';'0';'0';'0';'0';'0'
44004;9;5;'6';'4';'0';'4';'0';'0';'4'
44006;9;5;'10';'9';'0';'9';'0';'1';'8'
44008;9;5;'1';'0';'0';'0';'0';'0';'0'
44008;10;11;'1';'0';'0';'0';'0';'0';'0'
44010;5;7;'1';'0';'0';'0';'0';'0';'0'
44010;9;5;'1';'0';'0';'0';'0';'0';'0'
44012;9;5;'2';'1';'0';'1';'0';'0';'1'
44012;10;11;'3';'3';'0';'3';'0';'0';'3'
44014;9;5;'1';'0';'0';'0';'0';'0';'0'
44014;11;10;'1';'1';'0';'1';'0';'0';'1'
44016;10;11;'5';'3';'0';'3';'0';'0';'3'
44018;9;5;'3';'3';'0';'3';'0';'0';'3'
44018;10;11;'4';'3';'0';'3';'0';'0';'3'
44020;10;11;'1';'1';'0';'1';'0';'0';'1'
44024;9;5;'1';'1';'0';'1';'0';'0';'1'
44028;9;5;'2';'2';'0';'0';'-2';'0';'0'
44028;10;11;'2';'2';'0';'0';'-2';'0';'0'
44032;7;4;'1';'1';'0';'1';'0';'1';'0'
44032;10;11;'4';'3';'1';'2';'-1';'0';'2'
44032;19;8;'2';'2';'0';'2';'0';'0';'2'
44038;10;11;'2';'1';'0';'1';'0';'0';'1'
44040;7;4;'1';'0';'0';'0';'0';'0';'0'
44040;9;5;'1';'1';'0';'1';'0';'0';'1'
44042;7;4;'1';'1';'0';'1';'0';'0';'1'
44042;9;5;'2';'1';'0';'1';'0';'1';'0'
44048;10;11;'1';'1';'0';'1';'0';'0';'1'
44050;10;11;'1';'1';'0';'1';'0';'0';'1'
44052;7;4;'1';'1';'0';'1';'0';'0';'1'
44054;9;5;'2';'2';'0';'2';'0';'0';'2'
44056;10;11;'1';'1';'0';'1';'0';'0';'1'
44058;9;5;'3';'1';'0';'1';'0';'0';'1'
44062;9;5;'3';'3';'0';'3';'0';'0';'3'
44062;10;11;'3';'2';'0';'2';'0';'0';'2'
44064;9;5;'1';'1';'0';'1';'0';'0';'1'
44066;10;11;'1';'1';'0';'1';'0';'0';'1'
44066;19;8;'1';'1';'0';'1';'0';'0';'1'
44068;9;5;'2';'1';'0';'2';'1';'2';'0'
44070;9;5;'4';'2';'0';'2';'0';'0';'2'
44070;10;11;'3';'3';'0';'3';'0';'1';'2'
44070;11;10;'1';'0';'0';'0';'0';'0';'0'
44072;7;4;'1';'1';'0';'1';'0';'0';'1'
44072;9;5;'8';'6';'0';'6';'0';'2';'4'
44074;9;5;'8';'4';'0';'4';'0';'2';'2'
44074;10;11;'2';'2';'0';'2';'0';'0';'2'
44076;9;5;'1';'0';'0';'0';'0';'0';'0'
44076;10;11;'2';'2';'0';'2';'0';'0';'2'
44078;9;5;'7';'4';'0';'4';'0';'0';'4'
44078;19;8;'1';'1';'0';'1';'0';'0';'1'
44080;9;5;'5';'3';'0';'3';'0';'0';'3'
44080;10;11;'1';'1';'0';'1';'0';'1';'0'
44082;5;7;'1';'0';'0';'0';'0';'0';'0'
44082;9;5;'14';'10';'0';'10';'0';'6';'4'
44082;10;11;'2';'2';'0';'2';'0';'0';'2'
44084;9;5;'1';'1';'0';'1';'0';'1';'0'
44084;10;11;'1';'1';'0';'1';'0';'0';'1'
44088;10;11;'2';'1';'0';'1';'0';'0';'1'
44090;9;5;'1';'1';'0';'1';'0';'0';'1'
44092;10;11;'1';'1';'0';'1';'0';'0';'1'
44098;9;5;'1';'1';'0';'1';'0';'0';'1'
44098;10;11;'1';'1';'0';'1';'0';'0';'1'
44104;10;11;'4';'4';'0';'4';'0';'2';'2'
44104;19;8;'1';'1';'0';'1';'0';'1';'0'
44108;9;5;'2';'2';'0';'2';'0';'0';'2'
44110;9;5;'7';'4';'0';'4';'0';'2';'2'
44110;10;11;'1';'0';'0';'0';'0';'0';'0'
44112;10;11;'3';'1';'0';'1';'0';'0';'1'
44116;3;9;'0';'0';'0';'0';'0';'0';'0'
44116;9;5;'0';'0';'0';'0';'0';'0';'0'
44116;13;13;'0';'0';'0';'0';'0';'0';'0'
44120;3;9;'1';'1';'0';'1';'0';'0';'1'
44120;5;7;'1';'0';'0';'0';'0';'0';'0'
44120;6;3;'1';'1';'0';'1';'0';'1';'0'
44122;3;9;'1';'1';'0';'1';'0';'0';'1'
44126;3;9;'3';'2';'0';'1';'-1';'1';'0'
44130;3;9;'1';'1';'0';'1';'0';'1';'0'
44130;5;7;'1';'0';'0';'0';'0';'0';'0'
44132;9;5;'1';'1';'0';'1';'0';'0';'1'
44134;3;9;'1';'1';'0';'1';'0';'0';'1'
44134;9;5;'1';'1';'0';'1';'0';'0';'1'
44138;3;9;'1';'1';'0';'1';'0';'0';'1'
44138;5;7;'1';'0';'0';'0';'0';'0';'0'
44138;9;5;'1';'1';'0';'1';'0';'0';'1'
44140;3;9;'1';'1';'0';'1';'0';'1';'0'
44140;9;5;'1';'1';'0';'1';'0';'0';'1'
44142;3;9;'1';'1';'0';'1';'0';'0';'1'
44144;3;9;'5';'3';'0';'2';'-1';'1';'1'
44146;5;7;'1';'1';'0';'1';'0';'1';'0'
44146;6;3;'2';'1';'0';'1';'0';'1';'0'
44146;13;13;'1';'0';'0';'0';'0';'0';'0'
44150;3;9;'3';'3';'0';'3';'0';'0';'3'
44150;5;7;'1';'1';'0';'1';'0';'0';'1'
44150;7;4;'1';'0';'0';'0';'0';'0';'0'
44152;3;9;'3';'3';'0';'3';'0';'0';'3'
44152;9;5;'2';'2';'0';'2';'0';'0';'2'
44156;6;3;'4';'4';'0';'4';'0';'2';'2'
44160;3;9;'4';'3';'0';'3';'0';'0';'3'
44160;9;5;'3';'3';'0';'3';'0';'1';'2'
44162;3;9;'4';'4';'0';'4';'0';'1';'3'
44162;6;3;'1';'0';'0';'0';'0';'0';'0'
44164;3;9;'3';'3';'0';'3';'0';'0';'3'
44164;5;7;'1';'1';'0';'0';'-1';'0';'0'
44164;6;3;'3';'3';'0';'3';'0';'0';'3'
44164;7;4;'1';'0';'0';'0';'0';'0';'0'
44166;3;9;'1';'1';'0';'1';'0';'0';'1'
44180;5;7;'1';'0';'0';'0';'0';'0';'0'
44190;9;5;'1';'0';'0';'0';'0';'0';'0'
44196;6;3;'2';'2';'0';'2';'0';'0';'2'
44198;6;3;'3';'3';'0';'3';'0';'0';'3'
44200;9;5;'1';'1';'0';'1';'0';'0';'1'
44202;5;7;'1';'1';'0';'1';'0';'0';'1'
44207;5;7;'17';'9';'0';'9';'0';'1';'8'
44207;9;5;'12';'11';'0';'11';'0';'0';'11'
44207;11;10;'1';'0';'0';'0';'0';'0';'0'
44209;5;7;'20';'12';'0';'12';'0';'2';'10'
44209;9;5;'17';'16';'0';'16';'0';'0';'16'
44212;5;7;'2';'2';'0';'2';'0';'1';'1'
44212;9;5;'20';'18';'0';'18';'0';'1';'17'
44218;9;5;'1';'1';'0';'1';'0';'0';'1'
44220;9;5;'1';'1';'0';'1';'0';'0';'1'
44222;9;5;'3';'3';'0';'3';'0';'0';'3'
44224;9;5;'1';'1';'0';'1';'0';'0';'1'
44226;9;5;'65';'58';'0';'58';'0';'4';'54'
44232;9;5;'1';'1';'0';'1';'0';'0';'1'
44240;9;5;'1';'0';'0';'0';'0';'0';'0'
44244;5;7;'1';'0';'0';'0';'0';'0';'0'
44246;9;5;'1';'1';'0';'0';'-1';'0';'0'
44246;33;6;'1';'1';'0';'1';'0';'0';'1'
44248;9;5;'2';'0';'0';'0';'0';'0';'0'
44248;11;10;'1';'0';'0';'0';'0';'0';'0'
44252;3;9;'5';'1';'0';'1';'0';'0';'1'
44254;9;5;'1';'1';'0';'1';'0';'1';'0'
44256;3;9;'1';'1';'0';'1';'0';'0';'1'
44256;7;4;'1';'1';'0';'1';'0';'0';'1'
44264;9;5;'1';'0';'0';'0';'0';'0';'0'
44272;9;5;'1';'1';'0';'1';'0';'0';'1'
44276;2;2;'0';'0';'0';'0';'0';'0';'0'
44276;6;3;'0';'0';'0';'0';'0';'0';'0'
44276;7;4;'0';'0';'0';'0';'0';'0';'0'
44276;9;5;'0';'0';'0';'0';'0';'0';'0'
44276;10;11;'0';'0';'0';'0';'0';'0';'0'
44276;13;13;'0';'0';'0';'0';'0';'0';'0'
44276;17;1;'0';'0';'0';'0';'0';'0';'0'
44278;6;3;'1';'1';'0';'1';'0';'0';'1'
44280;2;2;'2';'2';'0';'2';'0';'1';'1'
44280;9;5;'1';'1';'0';'1';'0';'0';'1'
44282;5;7;'1';'1';'0';'1';'0';'0';'1'
44282;9;5;'3';'3';'0';'3';'0';'0';'3'
44284;5;7;'1';'0';'0';'0';'0';'0';'0'
44284;9;5;'1';'1';'0';'1';'0';'0';'1'
44286;9;5;'1';'0';'0';'0';'0';'0';'0'
44288;5;7;'2';'1';'0';'1';'0';'1';'0'
44288;6;3;'3';'0';'0';'0';'0';'0';'0'
44292;9;5;'1';'1';'0';'1';'0';'0';'1'
44292;10;11;'1';'0';'0';'0';'0';'0';'0'
44294;9;5;'1';'1';'0';'1';'0';'0';'1'
44294;10;11;'1';'1';'0';'1';'0';'0';'1'
44296;5;7;'1';'0';'0';'0';'0';'0';'0'
44300;9;5;'1';'0';'0';'0';'0';'0';'0'
44300;33;6;'1';'1';'0';'1';'0';'1';'0'
44302;9;5;'1';'1';'0';'1';'0';'0';'1'
44304;11;10;'2';'1';'0';'1';'0';'0';'1'
44306;9;5;'1';'1';'0';'1';'0';'0';'1'
44308;11;10;'1';'1';'0';'1';'0';'0';'1'
44310;2;2;'1';'1';'0';'1';'0';'0';'1'
44310;5;7;'2';'1';'0';'1';'0';'1';'0'
44310;13;13;'1';'0';'0';'0';'0';'0';'0'
44312;5;7;'1';'0';'0';'0';'0';'0';'0'
44314;5;7;'14';'3';'0';'3';'0';'0';'3'
44314;9;5;'1';'1';'0';'1';'0';'0';'1'
44316;5;7;'14';'7';'0';'7';'0';'4';'3'
44316;6;3;'1';'1';'0';'1';'0';'0';'1'
44316;9;5;'1';'1';'0';'1';'0';'0';'1'
44316;13;13;'3';'2';'0';'2';'0';'0';'2'
44318;5;7;'1';'1';'0';'1';'0';'0';'1'
44318;9;5;'1';'1';'0';'1';'0';'0';'1'
44320;5;7;'3';'1';'0';'1';'0';'0';'1'
44322;5;7;'22';'11';'0';'11';'0';'6';'5'
44322;9;5;'1';'1';'0';'1';'0';'0';'1'
44322;13;13;'1';'1';'0';'1';'0';'1';'0'
44324;5;7;'1';'0';'0';'0';'0';'0';'0'
44324;9;5;'1';'1';'0';'1';'0';'1';'0'
44326;13;13;'5';'4';'0';'4';'0';'1';'3'
44328;5;7;'1';'1';'0';'1';'0';'0';'1'
44330;3;9;'1';'0';'0';'0';'0';'0';'0'
44330;9;5;'1';'1';'0';'1';'0';'0';'1'
